galaxy,cluster,sftype,agntype,right_ascension,declination,distance,redshift,modified_redshift,itot_151,itot_610,itot_1400,itot_4860,itot_18000,m_hi,cos_va,itot_24mic,itot_70mic,itot_100mic,itot_160mic,itot_250mic,itot_350mic,itot_450mic,itot_500mic,itot_850mic,itot_1200mic,K_mag,RQQ_IR_class,SD_flag,dlog_L
60293347,0,1,0,-2.11323,-2.07117,654.041,0.158528,0.158421503,-2.2048,-2.6416,-2.8908,-3.2365,-3.5444,10.0652,0,-2.07181,-1.02135,-0.808141,-0.808434,-1.08228,-1.42684,-1.74014,-1.88093,-2.66079,-3.19283,14.2293,0,0,0.0172194
60490492,0,1,0,-2.10537,-1.9838,794.247,0.194216,0.194376271,-2.2462,-2.7254,-2.9973,-3.3691,-3.6866,10.303,0,-2.03303,-0.58851,-0.496374,-0.722171,-1.12036,-1.48976,-1.79044,-1.92112,-2.6077,-3.06596,15.5259,0,0,0.0145841
59995765,0,1,0,-2.1905,-3.26193,139.66,0.032855,0.0335558363,-2.1264,-2.5145,-2.7374,-3.0523,-3.3457,9.5249,0,-1.88877,-0.885876,-0.559867,-0.450107,-0.708109,-1.06681,-1.39551,-1.54491,-2.37162,-2.92394,13.2347,0,0,0.0394261
60015238,0,1,0,-1.7875,-3.31546,236.733,0.055989,0.0551375593,-1.8774,-2.3747,-2.6575,-3.0449,-3.3749,9.5251,0,-1.50841,-0.388478,-0.271538,-0.442124,-0.817538,-1.1916,-1.50581,-1.64397,-2.37891,-2.8537,14.0758,0,0,0.0447908
60054568,0,1,0,-2.42379,-2.84533,352.29,0.083866,0.0839166445,-2.0243,-2.4959,-2.7646,-3.1347,-3.4565,10.3878,0,-1.63681,-0.607671,-0.328137,-0.242754,-0.494383,-0.845982,-1.17074,-1.31871,-2.14007,-2.69482,12.9029,0,0,0.0265501
60345899,0,1,0,-1.9286,-2.92732,701.304,0.170484,0.170750944,-1.9589,-2.463,-2.7486,-3.1364,-3.4603,10.3006,0,-1.95255,-0.898199,-0.681813,-0.67571,-0.943552,-1.28497,-1.59619,-1.73791,-2.51446,-3.0486,13.9014,0,0,-0.0054798
59990173,0,1,0,-1.96921,-4.07244,76.011,0.017819,0.0180750986,-1.8415,-2.2439,-2.4748,-2.8,-3.1002,9.817,0,-1.17693,-0.169263,0.0977233,0.133413,-0.15765,-0.529343,-0.864934,-1.0171,-1.85037,-2.40018,11.9686,0,0,0.0213828
59995770,0,1,0,-2.36013,-4.18518,142.576,0.033546,0.0342349136,-1.407,-1.8644,-2.1256,-2.4879,-2.8082,9.8413,0,-0.675519,0.507806,0.557402,0.29293,-0.128101,-0.509589,-0.816574,-0.949507,-1.64419,-2.0999,12.1688,0,0,0.0134179
60193461,0,1,0,-1.70453,-4.22555,564.313,0.136032,0.135806553,-2.1405,-2.5167,-2.7326,-3.0376,-3.3227,10.6421,0,-1.4401,-0.263458,-0.107957,-0.234816,-0.581493,-0.94151,-1.24779,-1.38328,-2.11002,-2.592,13.6203,0,0,0.0133337
60308399,0,1,0,-1.77599,-3.95465,672.086,0.163084,0.163304147,-2.3558,-2.6879,-2.8793,-3.1527,-3.4153,10.334,0,-1.68853,-0.332087,-0.250013,-0.487126,-0.893538,-1.26701,-1.57151,-1.7034,-2.39458,-2.85271,14.522,0,0,0.0168785
60082102,0,1,0,-1.69477,0.54009,414.055,0.098923,0.0996587172,-2.4136,-2.7551,-2.9519,-3.2327,-3.5015,9.3042,0,-1.55945,-0.303295,-0.214115,-0.445818,-0.850321,-1.22333,-1.52693,-1.65814,-2.34953,-2.80641,14.0877,0,0,0.031376
60215570,0,1,0,-1.89861,1.1736,579.777,0.13989,0.140079787,-2.2125,-2.6293,-2.8675,-3.2004,-3.502,9.8298,0,-1.9686,-0.675003,-0.561631,-0.772658,-1.16546,-1.53363,-1.83432,-1.96511,-2.6535,-3.11141,14.9515,0,0,0.014584
61266477,0,1,0,-2.22231,0.96708,1141.622,0.285689,0.284488816,-2.2818,-2.6957,-2.9317,-3.26,-3.5556,10.0201,0,-1.53373,0.27956,0.373331,0.15991,-0.217855,-0.567915,-0.853775,-0.978276,-1.62987,-2.06554,14.0559,0,0,0.0081716
60048968,0,1,0,-1.78843,1.95394,340.182,0.080928,0.0804572334,-1.8129,-2.2309,-2.47,-2.8048,-3.109,10.1439,0,-1.55446,-0.53417,-0.34362,-0.388701,-0.699088,-1.06329,-1.38573,-1.5306,-2.32125,-2.85176,13.1609,0,0,0.0232413
60121761,0,1,0,-2.10355,2.05068,472.712,0.113326,0.113810842,-2.2176,-2.6808,-2.9444,-3.3083,-3.6263,9.5624,0,-1.44166,-0.17162,-0.0735721,-0.29817,-0.698465,-1.06941,-1.37251,-1.50475,-2.19419,-2.65192,13.7361,0,0,0.0360051
59997820,0,1,0,-1.64378,3.31443,151.657,0.0357,0.0362654808,-2.0645,-2.4451,-2.6638,-2.9733,-3.2631,9.4739,0,-1.08339,-0.0900511,0.0846608,0.0120176,-0.320185,-0.69613,-1.02418,-1.1708,-1.96849,-2.49732,12.1396,0,0,0.0285597
60073675,0,1,0,-2.41066,2.85769,395.505,0.094389,0.0956650629,-2.2147,-2.6816,-2.9476,-3.3144,-3.6343,9.8958,0,-1.92705,-0.776372,-0.640637,-0.790013,-1.1519,-1.51968,-1.82953,-1.96587,-2.69731,-3.17519,14.9766,0,0,0.0299221
60036220,0,1,0,-1.66328,3.53447,306.09,0.072676,0.0721185826,-2.1038,-2.4684,-2.6782,-2.9759,-3.2571,9.9603,0,-1.16212,-0.0283966,0.096748,-0.0644592,-0.433643,-0.804783,-1.11695,-1.25467,-1.98754,-2.46384,13.1478,0,0,0.0290711
60038196,0,1,0,-1.53352,4.27722,315.197,0.074877,0.073979539,-2.4235,-2.785,-2.993,-3.2885,-3.568,8.7673,0,-1.94878,-0.922072,-0.643705,-0.565073,-0.821862,-1.17604,-1.50239,-1.6512,-2.47392,-3.02832,13.7092,0,0,0.059903
60078245,0,1,0,-2.31828,3.94122,401.758,0.095916,0.0963677801,-2.2929,-2.7201,-2.9642,-3.3049,-3.612,9.8362,0,-1.89611,-0.86503,-0.583991,-0.489857,-0.734677,-1.08296,-1.40581,-1.55274,-2.37243,-2.92761,13.5166,0,0,0.0304099
60209480,0,1,0,-1.94368,3.99115,579.996,0.139944,0.139989899,-2.1107,-2.6101,-2.8934,-3.2794,-3.6043,10.0654,0,-1.8245,-0.530858,-0.417455,-0.628455,-1.02124,-1.3894,-1.69009,-1.82088,-2.50927,-2.96718,14.5911,0,0,0.0145998
60662263,0,1,0,-1.85488,3.53979,893.67,0.219938,0.220013106,-2.2494,-2.7153,-2.9798,-3.3427,-3.6559,9.7686,0,-1.86168,-0.650589,-0.45785,-0.540636,-0.857647,-1.20257,-1.50196,-1.63472,-2.35321,-2.84096,14.4374,0,0,0.0127331
60738117,0,1,0,-1.55574,4.23337,926.595,0.228535,0.227946684,-2.0697,-2.5108,-2.7618,-3.1088,-3.415,10.4107,0,-1.94402,-0.20898,-0.1438,-0.380712,-0.770729,-1.12632,-1.41505,-1.54073,-2.19485,-2.63065,15.3516,0,0,0.0121213
59997831,0,1,0,-1.57688,4.64674,151.392,0.035637,0.0363179707,-1.8868,-2.3155,-2.5608,-2.9037,-3.2139,9.3166,0,-1.42312,-0.409203,-0.13815,-0.0884141,-0.368987,-0.735799,-1.06804,-1.21847,-2.04902,-2.60013,12.5183,0,0,0.0285103
60009259,0,1,0,-2.03838,4.55045,214.977,0.050782,0.0502246562,-1.4331,-1.9415,-2.2305,-2.6251,-2.9578,10.2841,0,-1.23217,-0.213059,0.0613011,0.122154,-0.14949,-0.511372,-0.84246,-0.991598,-1.82016,-2.37222,11.9924,0,0,0.020312
60845359,0,1,0,-1.6428,4.55835,980.141,0.242602,0.243262518,-2.2377,-2.7237,-2.9989,-3.3734,-3.6896,10.0978,0,-1.87566,-0.393955,-0.276509,-0.479648,-0.865811,-1.22954,-1.52764,-1.65773,-2.34109,-2.79927,14.9661,0,0,0.0111324
59992276,0,1,0,-2.90711,0.2806,105.578,0.024791,0.0255616063,-2.3357,-2.7055,-2.9183,-3.2204,-3.5053,9.4808,0,-1.6427,-0.613994,-0.21992,-0.0458991,-0.278064,-0.626379,-0.950426,-1.09858,-1.91975,-2.4612,12.2274,0,0,0.0297492
60055018,0,1,0,-2.72104,-0.1383,355.444,0.084632,0.0845337324,-2.131,-2.6455,-2.9375,-3.3347,-3.6662,9.779,0,-2.0051,-0.861251,-0.730323,-0.884926,-1.24998,-1.61921,-1.93006,-2.06699,-2.79904,-3.27625,15.2086,0,0,0.0306497
60179582,0,1,0,-2.79362,-0.08256,548.681,0.132139,0.132490383,-2.2433,-2.5996,-2.8046,-3.0957,-3.3714,9.6609,0,-1.75029,-0.576334,-0.422615,-0.551584,-0.899622,-1.26023,-1.56695,-1.70269,-2.42972,-2.9114,14.409,0,0,0.0120747
60393968,0,1,0,-2.86498,-3.43183,735.143,0.17909,0.17910947,-1.9979,-2.4268,-2.6714,-3.0115,-3.3159,10.3458,0,-1.96734,-0.641305,-0.505189,-0.696496,-1.07846,-1.44145,-1.74007,-1.8706,-2.55596,-3.01456,14.8014,0,0,0.0156913
59988616,0,1,0,-2.96812,-3.50318,26.934,0.006298,0.00720800752,-2.0888,-2.462,-2.6767,-2.9814,-3.2685,8.8025,0,-1.25346,-0.250012,0.0141538,0.0407169,-0.257625,-0.632809,-0.970835,-1.12352,-1.95956,-2.5084,12.2073,0,0,0.0100769
59996718,0,1,0,-3.35058,-3.73221,147.782,0.03478,0.0355146688,-2.1016,-2.4242,-2.6106,-2.8781,-3.1375,9.3576,0,-1.58235,-0.579194,-0.252939,-0.141469,-0.398295,-0.756469,-1.08481,-1.23403,-2.06046,-2.61291,12.4621,0,0,0.0278238
59996756,0,1,0,-2.92889,-4.4914,146.448,0.034464,0.0354838307,-2.1415,-2.5611,-2.8014,-3.1381,-3.4448,9.9283,0,-0.970208,0.0328878,0.359103,0.470293,0.213274,-0.144986,-0.473388,-0.622637,-1.44911,-2.00154,10.9329,0,0,0.0413569
60111418,0,1,0,-3.23626,-4.18876,464.913,0.111405,0.11130362,-2.133,-2.5638,-2.8099,-3.1526,-3.4604,10.2358,0,-1.62695,-0.465126,-0.320852,-0.461308,-0.817054,-1.18106,-1.49034,-1.6273,-2.35625,-2.83619,14.168,0,0,0.0208262
60220971,0,1,0,-3.41456,-3.92976,588.406,0.142046,0.142272503,-2.1812,-2.5832,-2.8133,-3.1361,-3.432,10.3631,0,-1.34731,-0.0517913,0.0628431,-0.147136,-0.539373,-0.907333,-1.20785,-1.33854,-2.02685,-2.48477,13.39,0,0,0.0152823
60252912,0,1,0,-3.07323,-3.86963,618.048,0.149472,0.148358121,-2.0406,-2.4338,-2.6591,-2.9758,-3.2679,10.2715,0,-1.77835,-0.38428,-0.316128,-0.562605,-0.972279,-1.34701,-1.65003,-1.78121,-2.4709,-2.92885,15.0779,0,0,-0.0120997
60577949,0,1,0,-3.36024,-4.44496,849.533,0.208475,0.208938647,-2.3493,-2.7149,-2.9247,-3.2215,-3.5,10.4066,0,-1.82278,-0.424347,-0.318004,-0.53391,-0.928588,-1.29762,-1.59844,-1.72897,-2.41753,-2.87538,14.6879,0,0,0.0135531
59990693,0,1,0,-2.65708,1.12154,81.231,0.019049,0.0196086117,-1.5244,-2.0529,-2.3532,-2.7615,-3.1006,9.8515,0,-1.43636,-0.270169,-0.229289,-0.500875,-0.925829,-1.30866,-1.61697,-1.75072,-2.4458,-2.90124,14.1406,0,0,0.0228588
59992790,0,1,0,-2.82705,0.70721,109.744,0.025775,0.0265559103,-1.9484,-2.4046,-2.6651,-3.0268,-3.347,9.984,0,-1.50069,-0.490243,-0.221386,-0.179376,-0.465645,-0.835086,-1.16912,-1.32048,-2.15248,-2.7029,12.7489,0,0,0.0309301
60000596,0,1,0,-3.3365,1.0776,167.371,0.039433,0.0394109984,-2.0583,-2.5202,-2.7837,-3.1488,-3.4701,9.9675,0,-1.13565,-0.0852784,0.331972,0.551593,0.337335,-0.0043088,-0.324621,-0.471104,-1.2891,-1.83273,10.7424,0,0,0.0315461
60029506,0,1,0,-2.88049,0.98,282.8,0.067058,0.0662340263,-2.2829,-2.637,-2.8409,-3.1311,-3.4071,9.3784,0,-1.52183,-0.493114,-0.0994897,0.115304,-0.0873688,-0.42115,-0.738141,-0.88422,-1.69664,-2.24178,11.8012,0,0,0.0536459
60037977,0,1,0,-2.59293,2.31238,314.551,0.074721,0.073596036,-2.3003,-2.7305,-2.9765,-3.3196,-3.6288,9.6113,0,-1.58404,-0.567221,-0.378652,-0.427563,-0.740834,-1.10648,-1.42985,-1.57524,-2.36663,-2.89713,13.2555,0,0,0.0597782
60153851,0,1,0,-2.93764,2.13297,520.582,0.125162,0.125723389,-2.2735,-2.7034,-2.9488,-3.2907,-3.5976,10.0378,0,-2.13252,-0.851285,-0.746462,-0.964864,-1.36169,-1.73134,-2.03331,-2.16488,-2.85382,-3.31164,15.4147,0,0,0.0197577
60469825,0,1,0,-2.90536,1.92779,784.532,0.191722,0.193177614,-2.4306,-2.7771,-2.9764,-3.2599,-3.5295,9.9014,0,-1.85694,-0.796863,-0.575648,-0.557587,-0.815453,-1.1518,-1.45959,-1.59955,-2.37315,-2.91034,13.6095,0,0,0.0147657
59990696,0,1,0,-3.23344,3.24768,81.718,0.019164,0.0200126043,-2.0945,-2.5577,-2.8221,-3.1886,-3.5114,9.4839,0,-1.175,-0.192175,-0.0235954,-0.1068,-0.446864,-0.826385,-1.15706,-1.3051,-2.10467,-2.63304,12.4341,0,0,0.0229968
60086899,0,1,0,-3.05374,2.60986,420.279,0.100446,0.100592565,-2.1111,-2.5349,-2.7772,-3.1154,-3.4212,10.4902,0,-1.85329,-0.824582,-0.470653,-0.25269,-0.440291,-0.765768,-1.07894,-1.22252,-2.03233,-2.58637,12.7704,0,0,0.0318637
60239389,0,1,0,-2.57329,2.69042,608,0.146952,0.146371158,-2.0643,-2.5,-2.7485,-3.0937,-3.4016,9.8418,0,-1.96444,-0.780603,-0.620059,-0.74112,-1.08411,-1.44254,-1.74763,-1.88247,-2.60843,-3.0912,14.8943,0,0,0.0168724
60007437,0,1,0,-3.30844,3.50355,203.485,0.048037,0.048407086,-2.0368,-2.4867,-2.7437,-3.1006,-3.4177,9.2554,0,-1.55488,-0.442186,-0.32944,-0.504318,-0.882834,-1.25848,-1.57306,-1.71061,-2.44683,-2.9201,14.2276,0,0,0.0384305
60070455,0,1,0,-2.71985,4.20186,390.84,0.09325,0.0950544097,-2.1248,-2.5188,-2.7448,-3.0629,-3.3571,9.9973,0,-1.15246,0.163634,0.20071,-0.0712596,-0.494635,-0.875594,-1.18178,-1.314,-2.00688,-2.46403,13.783,0,0,0.0295565
59990246,0,1,0,-3.29967,4.91065,74.255,0.017406,0.0184884864,-1.8667,-2.2317,-2.4419,-2.7406,-3.0233,9.1518,0,-1.72311,-0.670786,-0.253033,-0.0573138,-0.286806,-0.635271,-0.959962,-1.10863,-1.93028,-2.47242,12.2805,0,0,0.0208872
60006303,0,1,0,-3.2102,4.53404,200.356,0.04729,0.0476852718,-2.125,-2.5605,-2.8095,-3.1568,-3.469,9.1256,0,-1.49013,-0.472193,-0.198585,-0.140208,-0.414041,-0.777244,-1.10824,-1.25766,-2.08666,-2.63851,12.6498,0,0,0.0378329
60003732,0,1,0,-4.46345,-0.05878,179.765,0.042382,0.0417714778,-2.1873,-2.5825,-2.8092,-3.1289,-3.4252,9.99,0,-1.03635,0.0709736,0.180766,0.0027637,-0.377395,-0.754652,-1.06894,-1.20682,-1.94338,-2.41613,12.9534,0,0,0.0339053
60023165,0,1,0,-3.53088,0.3693,268.356,0.063581,0.0636145323,-2.0726,-2.6108,-2.9159,-3.3284,-3.6654,9.6611,0,-2.0369,-1.01349,-0.736652,-0.666605,-0.930163,-1.2878,-1.61631,-1.76626,-2.59086,-3.14476,13.962,0,0,0.0508643
60107819,0,1,0,-4.20017,-0.4488,457.481,0.109576,0.109259895,-2.1764,-2.6491,-2.9181,-3.2882,-3.6089,10.0901,0,-2.15965,-1.12642,-0.926579,-0.955105,-1.25204,-1.6087,-1.9283,-2.07235,-2.85884,-3.39047,14.5834,0,0,0.0347981
60098266,0,1,0,-4.34524,-0.99189,443.572,0.106158,0.106060064,-2.2249,-2.7043,-2.977,-3.3515,-3.6741,9.8871,0,-1.55675,-0.268103,-0.217959,-0.481166,-0.90204,-1.28189,-1.58976,-1.72241,-2.41711,-2.87319,14.4394,0,0,0.0336988
60023046,0,1,0,-3.56289,-2.21639,268.031,0.063503,0.0632139597,-2.1442,-2.5963,-2.8544,-3.2124,-3.5295,9.3625,0,-0.9491,0.438729,0.420479,0.118407,-0.306756,-0.678557,-0.975181,-1.10343,-1.76549,-2.19854,13.9129,0,0,0.0508036
60193816,0,1,0,-4.48415,-2.30416,561.137,0.13524,0.13565333,-2.1064,-2.5665,-2.8285,-3.1899,-3.5058,9.8252,0,-1.67416,-0.350067,-0.2837,-0.533409,-0.946404,-1.32342,-1.62867,-1.76104,-2.45345,-2.9107,14.6062,0,0,0.013079
59996722,0,1,0,-4.20275,-3.11431,143.882,0.033856,0.0345237635,-1.415,-1.9114,-2.194,-2.5817,-2.9129,9.8342,0,-0.757721,0.425984,0.475769,0.211444,-0.209507,-0.590967,-0.897926,-1.03084,-1.72552,-2.18123,12.3727,0,0,0.0270854
60051400,0,1,0,-4.43071,-3.0437,350.43,0.083415,0.0835875837,-2.2112,-2.7104,-2.994,-3.3816,-3.7102,10.0697,0,-2.12604,-0.884898,-0.80511,-1.04445,-1.45246,-1.8276,-2.13177,-2.26376,-2.95556,-3.41244,15.5712,0,0,0.0564083
60057949,0,1,0,-4.20817,-2.60852,360.643,0.085896,0.0851874385,-2.4775,-2.7982,-2.9835,-3.2492,-3.5068,9.3059,0,-1.48983,-0.460249,-0.180457,-0.0935596,-0.344051,-0.695086,-1.0195,-1.16729,-1.98836,-2.54318,12.5296,0,0,0.0315598
60089856,0,1,0,-3.50692,-2.98691,424.086,0.101378,0.102348768,-1.9563,-2.4517,-2.7331,-3.1178,-3.4444,10.2932,0,-1.89896,-0.743684,-0.604458,-0.750114,-1.10989,-1.4757,-1.78587,-1.9218,-2.65283,-3.13117,14.8805,0,0,0.0216134
60120754,0,1,0,-4.30611,-2.99391,476.513,0.114263,0.113502742,-1.5383,-2.0143,-2.2851,-2.6572,-2.9784,9.6349,0,-1.66359,-0.499807,-0.354121,-0.493079,-0.847715,-1.21122,-1.52013,-1.65709,-2.38558,-2.86577,14.2491,0,0,0.0206012
59990601,0,1,0,-3.92138,-3.68548,84.793,0.019888,0.0200122267,-1.9144,-2.4085,-2.69,-3.0766,-3.4082,8.9445,0,-1.39103,-0.365446,-0.0098875,0.136296,-0.105706,-0.458229,-0.784845,-0.93411,-1.75883,-2.30788,11.8408,0,0,0.0238656
59994821,0,1,0,-4.48433,-3.68816,131.045,0.030813,0.0315465574,-2.2892,-2.717,-2.9619,-3.3043,-3.6144,10.1076,0,-1.81698,-0.720667,-0.616844,-0.801115,-1.18513,-1.56395,-1.87952,-2.01814,-2.75543,-3.22706,14.9546,0,0,0.0369757
60048359,0,1,0,-4.49723,-4.14035,341.977,0.081363,0.0818965976,-2.2413,-2.6722,-2.9185,-3.262,-3.5711,10.027,0,-1.62974,-0.601193,-0.321981,-0.238471,-0.491517,-0.843821,-1.16901,-1.31721,-2.13894,-2.69359,12.8924,0,0,0.028295
60085690,0,1,0,-4.13895,-4.16993,419.35,0.100219,0.100822416,-2.0811,-2.6671,-2.9976,-3.436,-3.7741,9.7595,0,-2.1118,-0.957278,-0.818636,-0.964903,-1.32503,-1.69118,-2.00127,-2.13727,-2.86836,-3.34663,15.4163,0,0,0.0317927
60178461,0,1,0,-4.48509,-3.8704,548.016,0.131974,0.132560825,-2.0327,-2.5676,-2.8702,-3.2778,-3.6089,10.2725,0,-1.32497,-0.15112,0.002523,-0.126535,-0.474632,-0.835265,-1.142,-1.27775,-2.0048,-2.48646,13.3462,0,0,0.0120228
60617072,0,1,0,-3.78594,-4.34706,875.022,0.215086,0.216178436,-2.383,-2.6936,-2.873,-3.1304,-3.3804,10.2805,0,-1.52884,-0.126132,-0.016197,-0.228939,-0.622309,-0.989877,-1.29125,-1.4215,-2.10986,-2.56762,13.9324,0,0,0.0130793
59994811,0,1,0,-4.31636,-4.78146,135.033,0.031758,0.0324421834,-2.2525,-2.7082,-2.9685,-3.3297,-3.6496,9.2226,0,-1.5382,-0.441006,-0.3367,-0.520452,-0.904135,-1.28283,-1.59829,-1.73685,-2.47407,-2.9458,14.2533,0,0,0.0381097
59988651,0,1,0,-3.95942,0.5332,23.166,0.005416,0.00641787995,-2.0971,-2.5707,-2.8409,-3.2146,-3.5415,8.4599,0,-1.73423,-0.76055,-0.597207,-0.689317,-1.03647,-1.41929,-1.75243,-1.90083,-2.70319,-3.23095,13.8924,0,0,0.0086657
60066372,0,1,0,-4.20041,0.6161,384.161,0.091621,0.092191949,-1.9508,-2.4081,-2.6687,-3.0294,-3.3466,10.3376,0,-1.57598,-0.54545,-0.26494,-0.173789,-0.421121,-0.770603,-1.09407,-1.24136,-2.06163,-2.61666,12.7288,0,0,0.0223863
60017701,0,1,0,-4.08509,2.08203,250.094,0.059193,0.0586549467,-2.1774,-2.5999,-2.8417,-3.18,-3.4868,9.1006,0,-1.92566,-0.646534,-0.65414,-0.962143,-1.40505,-1.79463,-2.1063,-2.24128,-2.93798,-3.39473,16.2357,0,0,0.047354
60061409,0,1,0,-3.98295,1.61394,365.382,0.087048,0.0864451383,-1.6447,-2.0646,-2.3047,-2.6407,-2.9454,10.0756,0,-1.29307,-0.147247,-0.0151347,-0.168433,-0.532681,-0.90155,-1.21214,-1.34893,-2.08082,-2.55819,13.4191,0,0,-0.0024307
60103897,0,1,0,-4.33471,1.99284,448.238,0.107304,0.106934335,-2.3938,-2.7784,-2.9991,-3.3105,-3.6001,9.6323,0,-1.97525,-0.937307,-0.532301,-0.243888,-0.409053,-0.726371,-1.03592,-1.17878,-1.98333,-2.53156,12.6869,0,0,0.0340673
60012537,0,1,0,-4.38182,3.27056,222.72,0.052634,0.0525655211,-1.5766,-1.9593,-2.1791,-2.49,-2.7803,10.0096,0,-0.781162,0.222757,0.403849,0.341397,0.0171228,-0.35417,-0.681248,-0.826947,-1.62296,-2.15221,11.3235,0,0,0.0210541
60470375,0,1,0,-3.63817,2.7934,788.006,0.192613,0.194628323,-2.1345,-2.6177,-2.8918,-3.2661,-3.5846,10.1215,0,-2.0893,-0.415351,-0.368413,-0.619733,-1.01725,-1.37668,-1.66664,-1.79221,-2.44868,-2.88419,15.9123,0,0,0.0017457
59989932,0,1,0,-3.97858,4.06394,65.374,0.015315,0.0165849999,-1.856,-2.35,-2.6315,-3.0182,-3.35,9.1731,0,-1.61943,-0.619713,-0.296209,-0.202175,-0.471375,-0.835237,-1.16739,-1.31855,-2.1481,-2.69921,12.6236,0,0,0.018378
60014263,0,1,0,-3.60354,4.49011,232.088,0.054877,0.0543553068,-1.797,-2.2916,-2.573,-2.9588,-3.2882,9.9306,0,-1.46215,-0.343187,-0.226835,-0.398014,-0.773864,-1.14813,-1.46249,-1.60047,-2.33577,-2.81016,13.965,0,0,0.0219499
60019695,0,1,0,-4.18573,4.3012,254.742,0.060309,0.0597401508,-2.3047,-2.6858,-2.9047,-3.2142,-3.5036,9.7436,0,-1.67278,-0.664525,-0.480517,-0.538525,-0.858838,-1.22807,-1.55379,-1.70048,-2.49373,-3.02418,13.5249,0,0,0.0482468
60029927,0,1,0,-4.22854,3.98115,284.37,0.067436,0.0668803067,-2.4525,-2.7845,-2.976,-3.2502,-3.5144,9.4762,0,-1.77249,-0.76011,-0.573843,-0.627319,-0.944088,-1.31151,-1.63603,-1.78206,-2.57436,-3.10483,13.7514,0,0,0.0539483
60160660,0,1,0,-3.89452,3.91344,525.846,0.126467,0.127016621,-1.8728,-2.4117,-2.7165,-3.1267,-3.4588,10.5961,0,-1.87336,-0.702229,-0.551082,-0.683165,-1.03323,-1.39473,-1.70211,-1.83822,-2.56569,-3.04693,14.7328,0,0,0.0102436
60622885,0,1,0,-3.52501,4.699,871.392,0.214144,0.21511864,-2.2859,-2.6713,-2.8919,-3.2023,-3.4893,10.2592,0,-1.80519,-0.208668,-0.160035,-0.422319,-0.838903,-1.21484,-1.5192,-1.65019,-2.33913,-2.79701,15.2955,0,0,0.0131447
60015380,0,1,0,-4.65481,-0.85455,242.828,0.05745,0.0568453094,-2.0228,-2.4542,-2.7008,-3.0451,-3.3553,9.7337,0,-1.94462,-0.923282,-0.647504,-0.581956,-0.84933,-1.20896,-1.53871,-1.68883,-2.51502,-3.06865,13.7495,0,0,0.0459596
59990168,0,1,0,-4.55743,-2.2734,76.262,0.017878,0.0183509412,-1.7015,-2.0496,-2.2504,-2.5369,-2.8108,9.0929,0,-1.2485,-0.240809,0.0261909,0.0619277,-0.229099,-0.600774,-0.936354,-1.08851,-1.92177,-2.47159,12.1473,0,0,0.0214536
59990169,0,1,0,-4.58531,-2.04102,73.728,0.017282,0.0177741669,-1.8401,-2.31,-2.5782,-2.9491,-3.2741,9.3602,0,-1.05441,-0.0728142,0.095078,0.0106414,-0.330362,-0.710316,-1.04131,-1.18952,-1.98933,-2.51764,12.1406,0,0,0.0207384
60013805,0,1,0,-4.92477,-3.27672,230.017,0.05438,0.0535934621,-2.328,-2.6754,-2.8757,-3.1612,-3.434,9.7991,0,-1.82684,-0.556223,-0.566432,-0.876572,-1.32073,-1.7108,-2.0229,-2.15707,-2.85499,-3.3112,16.0161,0,0,0.0435036
59996747,0,1,0,-4.52147,-3.73373,149.87,0.035276,0.0357673743,-1.8826,-2.3231,-2.575,-2.9259,-3.2404,9.1759,0,-1.40306,-0.352441,0.0650189,0.280128,0.0630986,-0.27976,-0.600844,-0.74771,-1.56635,-2.10971,11.4232,0,0,0.0282205
59990248,0,1,0,-4.94373,2.09968,77.345,0.018133,0.0186939715,-2.0703,-2.4728,-2.7038,-3.029,-3.3293,9.2885,0,-1.44635,-0.464202,-0.295999,-0.379878,-0.720456,-1.10021,-1.43106,-1.5792,-2.3789,-2.90723,13.1168,0,0,0.0217596
59993310,0,1,0,-4.82773,1.76627,121.126,0.028466,0.0287551263,-1.8765,-2.3286,-2.5868,-2.9457,-3.2645,9.1867,0,-1.43726,-0.448467,-0.276445,-0.353651,-0.689209,-1.06667,-1.39583,-1.54304,-2.34152,-2.87016,13.0535,0,0,0.0341593
60077995,0,1,0,-4.98254,2.0956,402.178,0.096019,0.0964769001,-2.2218,-2.65,-2.8947,-3.2361,-3.5436,10.0987,0,-1.58007,-0.428223,-0.291676,-0.440178,-0.801565,-1.16902,-1.4788,-1.61505,-2.34639,-2.82438,14.1027,0,0,0.0304429
60705096,0,1,0,-4.73948,2.91749,914.508,0.225374,0.22694053,-2.2419,-2.7135,-2.9811,-3.3474,-3.6617,10.5389,0,-2.1862,-0.973704,-0.778557,-0.858647,-1.17357,-1.5175,-1.81617,-1.9496,-2.66652,-3.15516,15.2349,0,0,0.012347
60303157,0,1,0,-4.93938,3.76896,664.997,0.161293,0.161191141,-1.8703,-2.2974,-2.5411,-2.8804,-3.1849,9.9991,0,-1.4471,-0.396106,-0.182139,-0.180969,-0.453399,-0.797212,-1.11007,-1.25116,-2.03063,-2.5628,12.6616,0,0,0.0170104
59997727,0,1,0,1.15875,0.35418,155.298,0.036564,0.0370390398,-1.8438,-2.2359,-2.461,-2.7787,-3.0738,9.3057,0,-1.78653,-0.592484,-0.582024,-0.877529,-1.31455,-1.70319,-2.01357,-2.14751,-2.84513,-3.29913,15.3429,0,0,0.0292509
